daf7ba673f53855d31a255	Venus	Air	Talkie Walkie	3:20	synth	3
daf7ba673f53855d31a255	Venus	Air	Talkie Walkie	3:20	electronic	3
daf7ba673f53855d31a255	Venus	Air	Talkie Walkie	3:20	ambient	3
436133ccfa0f538a22a6a6	Let\'s Bring It Back	Lonestar	I\'m Already There	2:50	male	2
436133ccfa0f538a22a6a6	Let\'s Bring It Back	Lonestar	I\'m Already There	2:50	pop	2
d0a8143fffa07dc1cd4702	40	U2	Under a Blood Red Sky	0:20	slow	2
d0a8143fffa07dc1cd4702	40	U2	Under a Blood Red Sky	0:20	bass	3
d0a8143fffa07dc1cd4702	40	U2	Under a Blood Red Sky	0:20	synth	4
d0a8143fffa07dc1cd4702	40	U2	Under a Blood Red Sky	0:20	vocal	3
d0a8143fffa07dc1cd4702	40	U2	Under a Blood Red Sky	0:20	guitar	3
d0a8143fffa07dc1cd4702	40	U2	Under a Blood Red Sky	0:20	drums	5
d0a8143fffa07dc1cd4702	40	U2	Under a Blood Red Sky	0:20	rock	2
d0a8143fffa07dc1cd4702	40	U2	Under a Blood Red Sky	0:20	male	3
3cf907fdb6756e2b5fd87e	Variety Lights	Kate St. John	Indescribable Night	2:00	strings	2
44ca9c056ada458ec5c7ba	This Way	Dilated Peoples/Kanye West	Neighborhood Watch	0:30	male	3
44ca9c056ada458ec5c7ba	This Way	Dilated Peoples/Kanye West	Neighborhood Watch	0:30	hip hop	2
44ca9c056ada458ec5c7ba	This Way	Dilated Peoples/Kanye West	Neighborhood Watch	0:30	rap	5
10caf47041197014f56281	La Tristesse Durera (Scream to a Sigh) [The Chemical Brothers Remix]	Manic Street Preachers	Forever Delayed: The Greatest Hits Disc 2	0:10	beat	2
10caf47041197014f56281	La Tristesse Durera (Scream to a Sigh) [The Chemical Brothers Remix]	Manic Street Preachers	Forever Delayed: The Greatest Hits Disc 2	0:10	guitar	3
10caf47041197014f56281	La Tristesse Durera (Scream to a Sigh) [The Chemical Brothers Remix]	Manic Street Preachers	Forever Delayed: The Greatest Hits Disc 2	0:10	electronic	2
10caf47041197014f56281	La Tristesse Durera (Scream to a Sigh) [The Chemical Brothers Remix]	Manic Street Preachers	Forever Delayed: The Greatest Hits Disc 2	0:10	synth	2
ac77e0db9576099e3fd9b3	Time the End of Time	The Chameleons UK	Strange Times	1:40	dance	2
ac77e0db9576099e3fd9b3	Time the End of Time	The Chameleons UK	Strange Times	1:40	pop	3
ac77e0db9576099e3fd9b3	Time the End of Time	The Chameleons UK	Strange Times	1:40	guitar	2
ac77e0db9576099e3fd9b3	Time the End of Time	The Chameleons UK	Strange Times	1:40	drums	2
ac77e0db9576099e3fd9b3	Time the End of Time	The Chameleons UK	Strange Times	1:40	rock	3
ac77e0db9576099e3fd9b3	Time the End of Time	The Chameleons UK	Strange Times	1:40	male	2
f794fa50f489645179f381	You Belong to Me [*]	Suede	A New Morning	1:50	guitar	6
f794fa50f489645179f381	You Belong to Me [*]	Suede	A New Morning	1:50	pop	3
f794fa50f489645179f381	You Belong to Me [*]	Suede	A New Morning	1:50	vocal	2
f794fa50f489645179f381	You Belong to Me [*]	Suede	A New Morning	1:50	drums	3
f794fa50f489645179f381	You Belong to Me [*]	Suede	A New Morning	1:50	rock	3
f794fa50f489645179f381	You Belong to Me [*]	Suede	A New Morning	1:50	male	3
903ba7468f868ceadc56e4	Come on Home	Franz Ferdinand	Franz Ferdinand	3:30	guitar	4
903ba7468f868ceadc56e4	Come on Home	Franz Ferdinand	Franz Ferdinand	3:30	slow	3
903ba7468f868ceadc56e4	Come on Home	Franz Ferdinand	Franz Ferdinand	3:30	male	5
903ba7468f868ceadc56e4	Come on Home	Franz Ferdinand	Franz Ferdinand	3:30	voice	2
903ba7468f868ceadc56e4	Come on Home	Franz Ferdinand	Franz Ferdinand	3:30	rock	2
47cc43a994ca71ea8d1323	Pineapple Face	Revenge	One True Passion, Vol. 2 Disc 1	0:30	bass	2
47cc43a994ca71ea8d1323	Pineapple Face	Revenge	One True Passion, Vol. 2 Disc 1	0:30	electronic	2
47cc43a994ca71ea8d1323	Pineapple Face	Revenge	One True Passion, Vol. 2 Disc 1	0:30	vocal	2
47cc43a994ca71ea8d1323	Pineapple Face	Revenge	One True Passion, Vol. 2 Disc 1	0:30	drums	4
47cc43a994ca71ea8d1323	Pineapple Face	Revenge	One True Passion, Vol. 2 Disc 1	0:30	synth	6
47cc43a994ca71ea8d1323	Pineapple Face	Revenge	One True Passion, Vol. 2 Disc 1	0:30	piano	5
7f3329184d28ca9f1d77f4	Spoonful [Live]	Cream/Eric Clapton	Martin Scorsese Presents the Blues: Eric Clapton	0:20	bass	2
7f3329184d28ca9f1d77f4	Spoonful [Live]	Cream/Eric Clapton	Martin Scorsese Presents the Blues: Eric Clapton	0:20	guitar	4
7f3329184d28ca9f1d77f4	Spoonful [Live]	Cream/Eric Clapton	Martin Scorsese Presents the Blues: Eric Clapton	0:20	drums	3
7f3329184d28ca9f1d77f4	Spoonful [Live]	Cream/Eric Clapton	Martin Scorsese Presents the Blues: Eric Clapton	0:20	rock	4
1e644d4c845a6cd5dab62a	Something\'s Burning [#]	Ride	Ride [Box Set] Disc 2	0:30	voice	2
1e644d4c845a6cd5dab62a	Something\'s Burning [#]	Ride	Ride [Box Set] Disc 2	0:30	bass	3
1e644d4c845a6cd5dab62a	Something\'s Burning [#]	Ride	Ride [Box Set] Disc 2	0:30	pop	5
1e644d4c845a6cd5dab62a	Something\'s Burning [#]	Ride	Ride [Box Set] Disc 2	0:30	guitar	5
1e644d4c845a6cd5dab62a	Something\'s Burning [#]	Ride	Ride [Box Set] Disc 2	0:30	vocal	2
1e644d4c845a6cd5dab62a	Something\'s Burning [#]	Ride	Ride [Box Set] Disc 2	0:30	drums	5
1e644d4c845a6cd5dab62a	Something\'s Burning [#]	Ride	Ride [Box Set] Disc 2	0:30	rock	4
1e644d4c845a6cd5dab62a	Something\'s Burning [#]	Ride	Ride [Box Set] Disc 2	0:30	male	4
d3c296768d93b3a8380f9b	That Summer	Garth Brooks	The Chase [Bonus Track]	2:30	guitar	2
d3c296768d93b3a8380f9b	That Summer	Garth Brooks	The Chase [Bonus Track]	2:30	country	6
d3c296768d93b3a8380f9b	That Summer	Garth Brooks	The Chase [Bonus Track]	2:30	male	3
d3c296768d93b3a8380f9b	That Summer	Garth Brooks	The Chase [Bonus Track]	2:30	vocal	3
d3c296768d93b3a8380f9b	That Summer	Garth Brooks	The Chase [Bonus Track]	2:30	drums	2
c176544d5d713cb76c6b43	Love Is Blindness	U2	Achtung Baby	1:20	guitar	2
c176544d5d713cb76c6b43	Love Is Blindness	U2	Achtung Baby	1:20	slow	2
c176544d5d713cb76c6b43	Love Is Blindness	U2	Achtung Baby	1:20	quiet	2
c176544d5d713cb76c6b43	Love Is Blindness	U2	Achtung Baby	1:20	drums	2
e90eb96d42eebedf253526	From a Vauxhall Velox	Billy Bragg	Back to Basics	2:10	guitar	4
e90eb96d42eebedf253526	From a Vauxhall Velox	Billy Bragg	Back to Basics	2:10	instrumental	2
e90eb96d42eebedf253526	From a Vauxhall Velox	Billy Bragg	Back to Basics	2:10	solo	4
e90eb96d42eebedf253526	From a Vauxhall Velox	Billy Bragg	Back to Basics	2:10	rock	6
1dc834cdf5726ae8931818	Paris Skies	Kate St. John	Indescribable Night	4:50	slow	2
1dc834cdf5726ae8931818	Paris Skies	Kate St. John	Indescribable Night	4:50	jazz	3
1dc834cdf5726ae8931818	Paris Skies	Kate St. John	Indescribable Night	4:50	vocal	2
1dc834cdf5726ae8931818	Paris Skies	Kate St. John	Indescribable Night	4:50	female	4
dbf0c0ed7b098ad2e40d5a	The 33rd Caller	Ronni	Clyde\'s album	5:30	piano	2
dbf0c0ed7b098ad2e40d5a	The 33rd Caller	Ronni	Clyde\'s album	5:30	slow	3
dbf0c0ed7b098ad2e40d5a	The 33rd Caller	Ronni	Clyde\'s album	5:30	bass	2
dbf0c0ed7b098ad2e40d5a	The 33rd Caller	Ronni	Clyde\'s album	5:30	drums	2
dbf0c0ed7b098ad2e40d5a	The 33rd Caller	Ronni	Clyde\'s album	5:30	synth	2
713af1413a57fe3ba33e85	I Shall Be Released	The Band	Music from Big Pink [Bonus Tracks]	1:00	piano	2
50c9ffe0c57fffd560afe5	Folkloric Feel	Apostle of Hustle	Folkloric Feel	0:30	guitar	5
50c9ffe0c57fffd560afe5	Folkloric Feel	Apostle of Hustle	Folkloric Feel	0:30	acoustic	2
50c9ffe0c57fffd560afe5	Folkloric Feel	Apostle of Hustle	Folkloric Feel	0:30	strings	2
50c9ffe0c57fffd560afe5	Folkloric Feel	Apostle of Hustle	Folkloric Feel	0:30	pop	2
9a9c6de4aa54f57e79ffda	Broken Head	Catherine Wheel	Chrome	0:30	guitar	3
9a9c6de4aa54f57e79ffda	Broken Head	Catherine Wheel	Chrome	0:30	rock	2
34ad71fbfd323dd181788b	If I Was Young	The Raveonettes	Pretty in Black	2:20	guitar	3
bc77f5439ccdf562ec7664	You Made Me Forget My Dreams	Bell	Sebastian\'s album	1:30	piano	5
